time,temp,humidity
18:24:22,9.00 ,26.00
18:24:24,9.00 ,26.00
18:24:26,9.00 ,26.00
18:24:28,9.00 ,26.00
18:24:30,9.00 ,26.00
18:24:32,9.00 ,26.00
18:24:34,9.00 ,26.00
18:24:36,9.00 ,26.00
18:24:39,9.00 ,26.00
18:24:41,9.00 ,26.00
18:24:43,9.00 ,26.00
18:24:45,9.00 ,26.00
18:24:47,9.00 ,26.00
18:24:49,9.00 ,26.00
18:24:51,9.00 ,26.00
18:24:53,9.00 ,26.00
18:24:55,9.00 ,26.00
18:24:57,9.00 ,26.00
18:24:59,9.00 ,26.00
18:25:01,9.00 ,26.00
18:25:03,9.00 ,26.00
18:25:05,9.00 ,26.00
18:25:07,9.00 ,26.00
18:25:09,9.00 ,26.00
18:25:11,9.00 ,26.00
18:25:13,9.00 ,26.00
18:25:15,9.00 ,26.00
18:25:17,9.00 ,26.00
18:25:19,9.00 ,26.00
18:25:21,9.00 ,26.00
18:25:23,9.00 ,26.00
18:25:25,9.00 ,26.00
18:25:28,9.00 ,26.00
18:25:30,9.00 ,26.00
18:25:32,9.00 ,26.00
18:25:34,9.00 ,26.00
18:25:36,9.00 ,26.00
18:25:38,9.00 ,26.00
18:25:40,9.00 ,26.00
18:25:42,9.00 ,26.00
18:25:44,9.00 ,26.00
18:25:46,9.00 ,26.00
18:25:48,9.00 ,26.00
18:25:50,9.00 ,26.00
18:25:52,9.00 ,26.00
18:25:54,9.00 ,26.00
18:25:56,9.00 ,26.00
18:25:58,9.00 ,26.00
18:26:00,9.00 ,26.00
18:26:02,9.00 ,26.00
18:26:04,9.00 ,26.00
18:26:06,9.00 ,26.00
18:26:08,9.00 ,26.00
18:26:10,9.00 ,26.00
18:26:12,9.00 ,26.00
18:26:14,9.00 ,26.00
18:26:17,9.00 ,26.00
18:26:19,9.00 ,26.00
18:26:21,9.00 ,26.00
18:26:23,9.00 ,26.00
18:26:25,9.00 ,26.00
18:26:27,9.00 ,26.00
18:26:29,9.00 ,26.00
18:26:31,9.00 ,26.00
18:26:33,9.00 ,26.00
